"3A_1_u"
1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	-0.57735026918962576450914878050195746	0.	0.	0.	0.	0.	0.	0.	-0.57735026918962576450914878050195746	0.	0.	0.	0.	0.	0.	-0.57735026918962576450914878050195746	0.

"3A_1_uv"
0.70710678118654752440084436210484904	0.70710678118654752440084436210484904	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	-0.4082482904638630163662140124509819	0.	-0.4082482904638630163662140124509819	0.	0.	0.	0.	0.4082482904638630163662140124509819	0.	0.	-0.4082482904638630163662140124509819	0.	0.	0.	0.	0.	0.4082482904638630163662140124509819	-0.4082482904638630163662140124509819	0.

"3A_1_uw"
0.70710678118654752440084436210484904	0.	0.	0.	0.	-0.4082482904638630163662140124509819	0.	0.	0.	0.	0.	0.	0.4082482904638630163662140124509819	0.	0.	0.	0.	0.	0.	0.	0.	0.4082482904638630163662140124509819	0.	0.
0.	-0.70710678118654752440084436210484904	0.	0.	0.	0.	0.	-0.4082482904638630163662140124509819	0.	0.	0.	0.	0.	0.	0.	-0.4082482904638630163662140124509819	0.	0.	0.	0.	0.	0.	-0.4082482904638630163662140124509819	0.

"3A_1_u2v"
0.5	0.86602540378443864676372317075293618	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	-0.5	0.	-0.28867513459481288225457439025097873	0.	0.	0.	0.	0.5	0.	0.	-0.28867513459481288225457439025097873	0.	0.	0.	0.	0.	0.5	-0.28867513459481288225457439025097873	0.

"3B_1_u"
